,Title,Review,
701,Segway tour to montjuic,"A nice plaza which basically separates the new Barcelona from the old/historical one. It is very central to the city and several major avenues radiate from it, such as Las Ramblas or the Passeig de Gracias. Also there is a helpful Tourist office underground, the starting point for the Barcelona hop on busses and the metro.",
702,Perfect,"Plaza de Catalunya is the epicentre of Barcelona, or at least those areas of the city of interest to visitors. At the top end of Las Ramblas it connects several sections of the city together, l'Eixample, The Gothic Quarter and el Ravel are all neighbourhoods that border on this massive oval shaped square.

This proximity to so many other places make it a transportation hub. Several bus routes serving all districts of the city stop here. Underneath the square is a sprawling and busy Metro or subway station that serves four separate lines.

On the surface the plaza itself is a major attraction. There two several beautiful fountains at the northern edge that run all day and at night are illuminated. Numerous sculptures and statues surround the plaza and it’s large open central area that is popular with skateboarders, rollerbladers and the local pigeon population.

Several tourist operators have booths in and near the square including the popular hop on hop off buses. The building surrounding the square contain a few consulates and several high-end stores and a fair sized shopping mall the Centre Comercial el Triangle.

There are plenty of options to eat here as well. Numerous restaurants line the perimeter of the plaza many with patios. Some are local establishments, others North American franchises such as hard rock Café, KFC and 5 Guys Hamburgers.

Odds are any trip to Barcelona is going to include at least transiting through Plaza de Catalunya. If time permits though it is better to stop and take time to explore it rather than just pass through.",
703,Perfect tour and a guide too,"Plaza de Catalunya is Barcelona's main square and huge transport hub. It is set in the very city center and serves as the starting point for exploring the city.
North from it is the famous Passeig de Gracia Av with high end shops and Casa Batllo and Pedrera, while south from it is Rambla and Barro Gotico old town.
The square is always full of people (and pigeons), very live.",
704,Its the best!!!,"5,076 reviews",
705,Great tour and very friendly guide,"Visited this square whilst in Barcelona. Its a wonderful place to stop, take a breath and relax, whilst enjoying the hustle and bustle that can be Barcelona! It's also a major transport hub, from the underground, to hop on hop off buses!",
706,Awesome tour,Really nice square in Barcelona. Has lots of cafes and shops nearby. Nice to walk around and to do some sightseeing. Close to La Ramblas.,
707,Must Do experience,"This is a very small park with a whole lot of pigeons! The seagull enjoy swimming in the pool as well. As Barcelona parks go, this one isn’t a highlight. But it’s somewhat charming nonetheless.",
708,Segway and Barcelona not a great match,"Very beautiful and large square. The monuments very well reserved, i d like to have some info to understand the symbols. It is mostly the place to have as a begining for all the routes. It worth a lot to visit.",
709,Sedway tour barcelona,Huge square where you end up if you take the airport bus to the city. Our hotel was a short walk away so we came her during our walks around Barcelona. There are quite a few shops and restaurants here and the fountains are nice also.,
710,Fun - for everyone!,"The Plaza de Catalunya makes for a great daytime stop. Full of life and activity, you can grab the metro or go shopping at El Corte Ingles. I would avoid this area in the evening - it fills up with a mix of shady folks.",
711,Great tour! Must do!,"I’m torn leaving 3 stars. On the one hand, this was a very nice introductory tour for those unfamiliar with Catalan/Spanish gastronomy. A lot of basics were covered (jamón ibérico, tortilla, huevos estrellados, etc). The portions were generous and the restaurants were good, but could have been split more evenly (there was only one croqueta and a glass of cava at the first stop and way too much food at the third). Brian was a very nice tour guide, though I wish he would have discussed more deeply the traditions, origins, and landscape of Spanish/Catalan cuisine.

On the other hand, the website’s description of this tour is deeply misleading. This tour is described as being geared towards understanding/celebrating more elevated gastronomy and focusing on local/regional ingredients. As a family passionate about haute cuisine and always eager to taste off-the-beaten path places tourists would rarely venture to, we were excited for this tour.

Per the description: “Spoil your senses with our most exquisite tapas and wine pairing tour in Barcelona. It’s ideal for foodies wishing to explore the local cuisine and who want to enjoy their stay in Barcelona while having fun off the tourist track.”

The website also suggests that the tour is going to go to restaurants that I don’t think we visited (if we did, it wasn’t explained to us). The pictures show much more elaborated, avant-garde dishes.

Per the description: “At our second “Organic Tapas” stop we’ll continue enjoying tapas, with a focus of organic food and wines, a superb Little place recognized for its products labeled “Km 0” (produced less that 100km around), fresh, natural, local and so typical. The Third and final stop in a beauty. A high End retaurant we have selected for you. Winner of the best Young Catalan chef award, the last stop restaurant is a supreme and culminating moment on our food & wine tour in a must-see restaurant. You will enjoy tasty sophisticated small plates prepared just for us, including the best fresh local foods, seasonal meals and wine pairings. With no doubt a serious candidate for the Michelin Star and a true culinary adventure for foodies.”

Quite frankly, I don’t think the other two stops, though delicious, lived up to these descriptions.

The tour is also listed as having 7-8 different wine tastings (we tasted cava, vermouth, and two wines) — the reason for the two wines was not necessarily explained why those grapes, what about the region pairs with the food we are consuming, etc. Again, neither of these promises were met.

Again, Brian was a lovely tour guide, I genuinely think the company is at fault for our average experience. The company needs to either change the description to fit the tour, or change the tour to fit the description. In the future, we will be much more skeptical when choosing a food tour.",
712,AWESOME!,Gislaine was absolutely amazing and fun! She was so friendly and informational! This tour is a must!,
713,No headphones/waste of time,Loved it!!! Gislaine was amazing. I highly recommend this tour. The food selections were delicious! There is so much food that I have never had. Just go!,
714,Disappointing Tour.,Carolina was a great guide. Very informative and knowledgeable. A pleasure! So much food! Excellent tour!,
715,Brilliant day and great views from the bus,"Our tapas tour with Brais was a remarkable journey of flavors and culture. Whether you are a food aficionado or simply someone seeking an unforgettable adventure, this tour is an absolute must-do. It is an experience that will linger in your memory long after the last bite is savored.",
716,"Paid for 2 day pass, only honored 1 day.","Absolutely wonderful time and experience. Great way to try tapas I normally wouldn’t order for myself- yet still delicious. Our guide, Mica, was wonderful and very knowledgeable. The group wasn’t big, which was great for a more personal experience. The food and drinks were fantastic. A definite must try if in Barcelona",
717,"Full buses, not good for hopping on and off.",Clara was amazing. We tried to find good tapas on our own and we’re unsuccessful. She brought us to some incredible places. Highly recommend!,
718,There are other better companies in Barca,Michaela was an excellent tour guide. We all had such a great time I would recommend this tour - as a solo traveller I had an amazing time!,
719,Red and Blue routes in one day.,We had a great time on the tour - great selection of items and restaurants. Micaela was a wonderful guide! She answered all our questions and made sure we enjoyed everything.,
720,Terrible Company to deal with - Use the other provider/company,"2,276 reviews",
721,Long wait times!,Great tour with Mica! We had a lot of fun with our group. A good mix of couples and singles. Do not hesitate to book this!,
722,Average tour - would have liked more specific information about the sites,good Brais is a good tour guide who introduces Tapas and Spanish culture to us we'll. recommend for food lovers and friend makers,
723,Poorly trained staff,This is an excellent tour that I can highly recommend - 5 stars. You should do it or you will miss out on a great time.,
724,Good First Look at the City,"This was a great tour, we highly recommend it! We wanted a way to try different restaurants and dishes and this was perfect. We went to 4 different bars and sampled many tapas dishes and different types of vermut. Brais (our guide) was fantastic, so friendly and excited to share Barcelona with all of us.",
725,Good way to get a look around,"Brais was so energetic, knowledgeable and professional! He gave us an incredible experience and treated everyone (guests and staff) with respect. He’s definitely someone we’d hang out with!",
726,Terrible service,Brais was phenomenal! He was extremely knowledgeable and the food was amazing. Great company and easy walking to local eats you would not think to explore.,
727,Good way to get an overview,This food tour was awesome! Tslila was so knowledgeable and made the experience a really good time. It was so fun eating goods I've never had before and were also yummy! It was also fun meeting people from all parts of the world. Highly recommend!,
728,"Rude staff, no customer service, waste of money - Disappointed",Tslila was amazing! She was very informative and recommended a lot of places to go in the city! I definitely recommend having her as a tour guide!,
729,Hugely disappointed,Great experience and a lot of fun. Jessica our guide was engaging and made us all feel welcome. The tapas were diverse and got to learn a lot. Highly recommended.,
730,Awful staff,"Amazing experience. Carolina was a great guide. We had 3 restaurants in our tour, all were authentic. Highly recommend.",
731,More like a high speed train,"2,276 reviews",
732,Not as good as previous years,Great food selection and drink selection. Carla was fantastic. Highly recommend this experience to anyone!,
733,Bad value for money.,"Had a great tapas crawl with the group, led by the wonderful Carla. The food was delicious and plentiful and Carla was so knowledgeable with the history of the city / region as well as the food. She was also generous with her tips for other places and delicacies around the city. Thanks for a lovely evening!",
734,No problem at all,"We had the most amazing time with Brian on our food tour. Cultured, polite, intelligent and passionate about food, by the end we felt and hoped Brian was part of our family. We were a large family who did the gourmet tour. The company was accommodating with our times as well.
We did three different stops with a group of people and big guys who love to eat. By the end every one was stuffed. The first two stops are incredible and then the final is truly the showstopper with a gorgeous Paella and an amazing ending experience.
This tour is one we will recommend for anyone who visits Barcelona and was a highlight of our trip!",
735,"Lost a day, awful service",Brian was great! Took us to three delicious restaurants and shared history along the way. The food was all great and we left so full! Highly recommend,
736,Don’t waste your Time and Money.,Well with doing! Jeanne was a wonderful guide - knowledgeable and fun. The drinks and tapas were delicious. Would never have found these spots on our own. Highly recommended!,
737,Not enough commentary,"The food and information were incredible! Caroline was so informed, friendly, and entertaining. I would recommend this trip to anyone who eats and drinks.",
738,Absolute con,We had a wonderful time. Tslil was an awesome guide and the food was very enjoyable! A good mix of traditional and modern items with accompanying drinks. Would highly recommend this to anyone visiting Barcelona!,
739,Pickup points not indicated correctly,"It was an amazing tapas tour. Tslila was so knowledgeable, friendly, and has a great sense of humour, the tapas was so great I was so surprised! Even after spending time in spain for a holiday once before, many tapas dishes still pleasantly surprised me on this tour! A plus is that many people in our group were super nice as well! Had a great time.",
740,"Disappointing Tour, fine if you just need a bus","So happy we did this tour! Brian was an amazing guide. Professional, knowledgeable and friendly.
We loved all the food and wine pairings and we walked away from the experience stuffed, educated on food and practices in Barcelona and Spain and with new friends!",
741,Unpolite and rude employee,"Our guide Jessica was really really nice and had provided a lot of interesting facts and info.
Not everything was to our taste but the restaurants we went to were good. The company was great too so the overall experience was very nice.
We recommend!",
742,Barcelona treat!,"2,431 reviews",
743,Great night time gothic tour,"It was an amazing trip! The kayak tour took us around the best parts of the coastline with great views. Our guide Jb was so great, and very experienced, and was kind enough to take a bunch of photos of our group! I would 100% do this again and would highly recommend.",
744,Amazing Customized tour of Barcelona,JB was an awesome tour guide and led us to all the best spots! We got to some great snorkeling locations and saw lots of sea life. My favorite part was kayaking through the caves and cliff jumping!,
745,Loved Biking Around Barcelona with Fernando❣️,"The trip was excellent; the pickup was exactly on time and we had a very nice drive over to the beach. Our host JB had brought apples for everyone and was very experienced at leading these tours. The beach was beautiful and while the water was a little cold, we had a great time kayaking over to the snorkeling spots. The snorkeling was also great—there were lots of fish, and along the way we heard about some interesting historical facts about the houses and terrain.",
746,Excellent Customized Company Tour,"We had the best day! Everything from the welcome to the guide, the food. It was all perfect. Gerrard our guide was amazing, very helpful and kind and we felt very confident with him. We would definitely come back just to do this activity again.",
747,Engaging and entertaining guides in Spain,"Highly recommended and a highlight of our trip! JB was fun, friendly, informative, professional and dedicated to ensuring that we had a great experience.
Beautiful hike along the coast, kayaked in the awesome rocky shoreline, and snorkeled in the crystal clear water. Then the day was topped off with a wonderful lunch at a great local restaurant!
Just a great day, thanks JB!",
748,Barcelona Tour,"I have to say this is one of the best experiences I have ever had. I came with my uncle and a friend of mine to Barcelona. My uncle Ernest from Texas. My great friend Melinda and myself are from New Mexico. I want to thank Alex for one of the best times in my life. I highly recommend this excursion. …..,Cristina from Alamogordo New Mexico ❤️",
749,Two Wonderful Experiences,"Fantastic experience - beautiful scenery, fabulous snorkelling- even though the water was freezing- great company. Thanks to our guide Millie for making the day so great.",
750,Great Experience,"I went on a solo trip to Barcelona and decided to book this day tour. It was a great experience, our tour guide Jesse was friendly, took pictures and video of us, the views were incredible. Given that by the end of day we were all extremely hungry and dehydrated (luckily I took my own filled water bottle), perhaps the only set back was the lunch offered which consisted of a sandwich, no drink and fruit.",
751,Amazing trip!,"Had a great time with Sergio aka Blondie, very enthusiastic and made it a lot of fun! Recommend the small group experience.",
752,Back in BCN,"2,431 reviews",
753,Barcelona 11/21,"Had a great time kayaking and snorkeling in the small group experience, Sergio (Blondi) was very enthusiastic and made it a really fun experience!",
754,Absolutely the best way to see Barcelona!!!,"Had an amazing day! Best way to experience and learn more about Catalunya.
Alex was a super guide with lots of knowledge and a great sense of humor.
Views were beautiful and whole hiking and snorkeling experience was great!
Would definitely recommend :)",
755,"Experience amazing guides, personalized tours and more with Hi, This is Barcelona!","Great experience! Blondie is an exceptional guide who made the experience so much fun! Not only did we get to kayak and snorkel in a beautiful area, we were also able to cliff dive and check out some caves in the area. Definitely a highlight of our trip and would highly recommend to anyone looking for a little adventure.",
756,THE way to experience Barcelona!!,"This was the highlight of my trip,the area was breathtaking the guide jb was great..we hiked around the cliffs to get a beach to go Kayak then went kayaking to a place to do a cliff jump..the snorkeling was great jb found us a octopus and other fish. Totally recommended!",
757,Barcelona bike tour that tops the charts!!!!,Blondie was the BEST tour guide!!! He was so helpful with the kayaking and showed us different sea animals while snorkeling. He also took pictures for us and even offered advice and travel tips around barcelona. He made this tour so fun and i would recommend this tour with blondie to anyone visiting Barcelona!,
758,Amazing tapas tour!!!!,"Our tour guide Dani was so kind, knowledgeable and excellent! My best friend and I are visiting from the US and this was an amazing day trip! Would go again! The views were incredible!",
759,Fabulous service amazing company!,"This whole tour was amazing!! We had the best tour guide, blondie. He made the experience a 5 star trip. Highly recommend going. We went kayaking to this cove where blondie was able to show us different species of sea animals. He then took us to cool caves and to cliff jump! Overall it was a great experience and blondie was THE BEST.",
760,HTIB is a travel experience!,"My family had a wonderful time! Our guide, Marcos, was fun and attentive to our needs. We especially enjoyed the kayaking into a cave and exploring/free time after lunch.",
761,Highlight of our trip to Spain,Very fun tour. Tour guides went out of their away to show all the cool and secret spots. Also learned a lot of cool history,
762,"Amazing, Fantastic, Wonderful","A highlight of the trip! Great way to get out of the city for a complete change of scenery. Sergio (aka, Blondie) was a blast as a tour guide for all of our kayaking, snorkeling, and cliff diving adventures!",
763,Angel was amazing! Great tour and experience.,"2,431 reviews",
764,"Great tours, great guides, excellent experience!",costa brava was so beautiful and kayaking was so much fun! our guide was so good and well informed. we had fun and felt safe on the water!,
765,A charming and informative tour in Barcelonis,"Very beautiful and great experience. The staffs were nice, friendly, helpful and informative. I was always taken care of and asked nicely if I felt okay. Dana always showed me fishes, rocks and other inter things during snorkeling and explained it after.",
766,Amazing bike tour of Barcelona with a fabulous guide,"Super quick trip up to Costa Brava, pretty drive! Mario was very informative and was super fun. The lunch was very yummy, on the beach with the option to buy some drinks at the bar. The kayaking, snorkeling and cliff jumping were beautiful! Amazing experience, definitely worth it!",
767,Tour Review,"This tour was absolutely fantastic. The highlight of our family's vacation in Barcelona. Mario, our tour guide, was brilliant, warm, helpful and fun.
Recommend highly.",
768,Walking tour--with added attractions,"An awesome day on the water with our tour guide Dani. We were on the water for several hours so plenty of time for kayaking, snorkeling, cliff jumping, and just enjoying the scenery. A really fun time and would 100% do it again.",
769,Late night Last minute tour,"Such a wonderful time kayaking with our guide Blondie! He was knowledgeable, friendly, and made sure everyone was having a great time! One of our favorite days of our trip!",
770,They make Barcelona come alive,"Mario was super friendly and professional!
We told us many interesting stories and captured whole trip with a gopro. Weather was quite bad at the time but still this experience was worth it :)",
771,Marta invites you into her home and provides an intimate and fun look at cooking paella and some Catalon culture too.,"Good day out, would recommend for anyone wanting to try out sea kayaking. Guide (JB) was super knowledgeable and accommodating.",
772,Paella class,"I recently went on a snorkeling and kayaking tour and had Marcos as my guide. He did an amazing job! His knowledge of the area was impressive and he made sure we had a very fun and enjoyable experience.

The kayaking part of the tour was equally enjoyable. Marcos led us through some beautiful areas and shared interesting facts about the history of the area. He also showed us some hidden spots!

Definitely recommend try this out",
773,Great class experience!,"Outstanding experience and Alex was amazing! Amazing views and small group was awesome. Would highly recommend. Be advised, 1 hour car ride before getting there.",
774,Paella cooking class!,"1,790 reviews",
775,"Educated, stuffed and satisfied!","The guide was perfect, had a great time.
One of our group members had a flat tire and it was handled very quickly. Would recommend this tour very much",
776,Authentic Experience,"Rory was our guide and absolutely loved him. The tour was great and we would definitely go again. However, we thought the tastings would be on the tour, but they are not until the end. The food and wine was really good you get to see a lot of great places from the city to the coast & learn about there history and culture.",
777,Best paella in Barcelona,"Even after not having ridden a bike for a verrry long time - it was simple to pick up the skill again and ride with our guide/group. Our tour guide made it easy and safe for us to ride - following a well thought out route. She would give us breaks if needed and of course time to explore the beautiful sites as well.

Truly sorry as I've forgotten her name, but our guide was very professional, fun and informative! We loved the enthusiasm and vehemence she displayed throughout the trip
My siblings and I absolutely loved this tour and this entertaining way of doing it! Would definitely recommend if you are a considering this.

Best Wishes,

Dara and Siblings

Notes: Group of 3 (aged 28+)",
778,Phenomenal Cooking Experience,Rory was so kind and knowledgeable! We had the best time and were fascinated by the history. It was a great way to see Barcelona in a short period of time. I also appreciated how the tour was in English and Spanish!,
779,Best Experience in Barcelona!,"Lovely tour with a great tour guide.
The tour is easy going with several stops for sightseing and information from the guide. The wine & tapas are delicious.",
780,Marta’s Paella class is the best!,"Super fun with our amazing, interesting guide!
Highly recommend! Beautiful tour of beautiful Barcelona with lots of interesting history mixed in! Tapas snd wine were a great way to top off our experience!",
781,Amazing experience!!,"Great way to see a lot of Barcelona. We were able to see a lot from the bike tour, but then there was the cable car up the mountain and the boat ride. It really was amazing to see it all. Some of our group hadn’t been on a Bike in years, but picked it up quickly. Make sure you get a bike that fits you. We had some issues with others in the big group. It’s was 13 of us, which seemed too large as we got separated a lot (especially with a couple that had wrong bike size and couldn’t ride well because of it). The electric part was easy to figure out and make the climbs so easy. I wish I could have gone all day on these bikes and just explored. Marco was a great guide and I would highly recommend",
782,Best Paella Ever,Excellent way to see Barcelona in four hours on our first day. Elise was the perfect guide very passionate and knowledgeable!,
783,Awesome Experience!!,"Bella was an amazing tour guide and highly recommend this to anyone looking to explore the city. We were a group of 3 and only visiting Barcelona for a couple of days. We had spent time in Park Guell and Sagrada Familia the day before but wanted to make sure we were seeing everything we could before we left and this tour did not disappoint. Both casual in approach, but very informative and thoughtful in route - we were able to cover some of the key square, bike along the beach (which we weren't going to have time to see without this tour) and then see some of Gaudi's biggest contributions to Barcelona. The bikes were easy to use and our tour guide was great. Highly recommend to anyone visiting.",
784,Excellent cooking experience,"What a great way to see a city!! Our guide was fantastic, she gave just the right amount of history and information plus local insight. We saw parts of Barcelona we would never have got to see if we didn't do this tour, it was a lot of fun!",
785,BOOK MARTA'S CLASS!,"1,790 reviews",
786,Fun group experience!,Great overview of Barcelona history and Gaudi architecture! Covered a lot of ground in 3 hrs with a well informed guide.,
787,All You Could Want,"Bicycle is a great way to explore Barcelona. Bella our guide was friendly and knowledgeable. We went on the trip using e-bikes however the city is pretty flat so there is no issue to take a regular bike, although after a few hours on a bike my bottom was a little sore! Unfortunately it was raining the day we went which at first was ok however towards the end of the tour it became a little too much as we started to get cold. We were supplied plastic puncho’s which helped a lot. Totally recommend this tour to get your bearings of Barcelona.",
788,Learning Paella from a Master,Elissa was a great tour guide! It was our families first experience riding an e-bike. We all had a a great time. Exploring Barcelona by bike was a great adventure and getting the city history was a big plus!,
789,First young teenager to write a review!,Great way to see the city. Our guide was great. You have to come prepared for a 4hr bike ride. Bring some snacks and drinks with you.,
790,First timers,"We had an awesome time with Kubi. She had a great, laid back attitude which made our ride extremely enjoyable. After seeing much of the city center it was great to get out ti see some of the other sites. The tapas and wine were a perfect way to finish our ride.",
791,Best experience in Barcelona,"Highly recommend this tour as a great way to see Barcelona and learn about its history and to get an introduction to Gaudi. Ruighr was a a fabulous tour guide. So knowledgeable about Spanish life, history, architecture and safety conscious at times with our bikes. Loved the tour!",
792,"Be a local, not a tourist","A fantastic eBike tour from Barcelona Barcelonetta allong beaches to finish with a winetasting in Alleta village. Our family of 6 adults, really enjoyed the trip and tasting. The guide Katja was very considerate, knowledgeable and had a lot of humor. The winetasting was a very nice touch and opportunity to try some very local wine. The trainride back to Barcelona was a new but nice experience. Biking back from trainstation to Barceloneta, gave additional sightseeing options. In total a very appreciated activity. Thanks Katja for a very professional and considerate guiding.",
793,A perfect afternoon in Barcelona with delicious paella,"We had a wonderful time on the e-bike tour of Barcelona with our guide, Kubi. I would highly recommend the tour. It was informative, not overly long and really pleasant. The bikes were really nice and provided for a really smooth ride. Kubi was great, super friendly!",
794,You must cook Paella with Marta!,"April 22, 2023, Did the tour with 6 adult family members. It was St. Jorge weekend so the streets, and areas we went were super packed with people. Nonetheless, our guide, was confident and able to navigate us through. He was beyond knowledgeable, and a pleasure to listen to. The tour stopped at many highlights and he was able to describe the historical significance, with maps and drawings included. It was more than just a bike tour, we got to see, learn and get an appreciation of the city. The wine and tapas at the end were way beyond what we expected and was delicious. We made an excellent choice with this tour!",
795,Amazing Paella Making Experience,"1,790 reviews",
796,An amazing evening!,We loved our tour yesterday with Bella. She was a wonderful guide who clearly loves the city and gave us a good sample of all that is on offer here. We appreciated her informative discussion and her easygoing attitude. Loved meeting some other travellers and the wine and tapas was a great way to finish. The e-bikes are a great way to explore. Highly recommend this tour. Thanks Bella.,
797,Positive Personalized Paella Party,"We were only in Barcelona for the day (cruise port) and could not obtain tickets to the Gaudi sites so we opted for this tour which would take us to them and through parks and neighborhoods in a more personal way than on a tourist bus. The e-bikes were in excellent condition and made any inclines effortless. I had not been on a bike in 20+ years so I was a bit nervous but I had a blast. Our guide (Agatha?) was knowledgeable and enthusiastic and caring. We had time for photos at each stop, bottled water and helmets were provided and I highly recommend this tour.",
798,Fantastic Cooking and Teaching,We had an amazing time. So great to ride to many sightseeing spots. Cubi was a fabulous guide. I highly recommend her.,
799,A must have experience!,"This was our first time in Barcelona and the first experience of our trip. Bella and Cecilia were both fantastic, very friendly, knowledgeable and fantastic hosts. They cater for all ages and abilities and made our experience so enjoyable. We went to the tapas restaraunt after our tour. The food and drink was lovely and both Bella and Cecilia took the time to sit with us and chat more about their time in Barcelona and recommended other places to see while we where there. They really went above and beyond and made it a really great afternoon.",
800,The Best Day in Barcelona!,The bike tour was great. Our tour guide was very knowledgeable. What a great way to take in Barcelona.,
801,Amazing Evening Barcelona Tapas & Wine Tour,"This was the highlight of our trip! Julia is the most fun, passionate, informative guide you will have. The ebikes worked great for my husband and me and we had some special needs. I am less than 5 feet tall and husband has had multiple knee surgeries. I messaged ahead and requested a kid-sized bike. They had special bikes for both of us. Given some time to test drive, it worked out great.",
802,Best night in Barcelona so far!,"Great experience, nice bikes, Our guide was very knowledgeable and friendly. Electric booster was very nice uphill.",
803,Great full day tour of the Priorat wine region,"We all had a great time on the tour. I wish there was more of the Gaudi experience, including Park Guell, but it wasn't on the itinerary and we didn't have time. Also note that the bikes for kids aren't ebikes. Otherwise, Lily was a great guide and really kept the whole family engaged (and together)",
804,Highlight of our trip,A wonderful orientation to an amazing and beautiful city. We enjoyed greatly the guide and a wine and tapas evening with new friends from the ride.,
805,Outstanding,"Edna was a wonderful guide, very friendly and informative! The tour was fantastic, so pleased we booked it! As a group of 10 we were worried about activities that we could comfortably do as a big group but this was perfect, we did the Gaudi themed tour and loved every minute of it! A very relaxing tour that included so many great sights and attractions for the city, definitely book it if you would like an enjoyable way to tour the main parts of the city - we all had such a good time!",
806,Fantastic night out,"1,202 reviews",
807,Excellent Tour,"This was one of our favorite activities on our trip to Barcelona- 10/10. Juan was an excellent host and we all left as ""family"". We cannot say enough great things about this experience! The market was fun, the wine was flowing, the food was amazing, and the company was so much fun (plus we actually learned some cooking skills and great recipes!). We highly recommend, you will love it!! - Chris and Tawnya",
808,Unique tour in Barcelona,"The Cooking class with market visit was one of the highlights of our visit in Barcelona, Emma, so easy to work with, helped us fit the class into our schedule, Chef Renatta, was fun, passionate, perfect English, great sense of humor, just a joy to spend time with, the food prep was interesting and the end result was worthy of a Michelen ⭐star, if you can fit this in your schedule, do so, you won't be disappointed
Buffalo Joe",
809,Could not have been better. It was perfect !,We had a great time. The market tour was educational and fun. All of the food we made was delicious! Juan kept us entertained the entire time and was a great host/teacher,
810,The Ultimate Food and Wine Tour,"This cooking class was one of my favorite experiences throughout the trip. Renata was our tour guide (the market tour) and instructor for class and she’s incredible! She has so much knowledge of food and cooking techniques, I learned a lot throughout the class!! Not only do you learn a lot, you also eat A LOT! We secured food from the market to make our meal and while we were there you could buy your own snacks and we sampled a few items as well but the class also includes 2 appetizers, gazpacho, paella, and Catalan cream (similar to crème brûlée) for dessert. Endless amount of wine, great vibes, great space overlooking Las Ramblas, a great time all together.

I would HIGHLY recommend this tour to anyone looking to learn more about traditional Spanish food/culture, 10/10!!!

Special shout out to Renata, she’s amazing :) !!!!",
811,Just DO IT!!!,"A great and fun experience that we highly recommend! Juan led us through the market and through the preparation of a wonderful meal with great insight. The experience was fun, informative and delicious under his direction!",
812,Definitely recommend Priorat tour,"We all loved this! Parents and two kids (22 and 13) - did the market tour and paella cooking lunch.
This wasn't our first time in Barcelona and we were looking for something different to do.
Renata was our guide and Chef and she has so much knowledge and really took good care of all of us.
It was all delicious, in a casual and fun atmosphere, well planned - and something you can replicate at home later.
Suitable for experienced and unexperienced cooks, and you can relax while others cook if needed :)
We’ll be back!!",
813,So SO awesome,Absolutely a must do while in Barcelona. Chef Juan gave us a great informative and interesting tour of the market. We then had a lot of fun cooking our purchases into a delicious 4 course meal with more interesting stories and helpful instruction. Incredible value for a great time.,
814,Fantastic: Book it!,So fun learning classic recipes. Chef Candido was sweet and it was delicious. Great way to start the day in a charming kitchen overlooking La Rambla,
815,"Wine, Tapas and History. A perfect mix.","Had a great time cooking with my brother. The market was super fun, the food was delicious, and Chef Juan brought the whole group together with smiles, jokes and an amazing personality. Would recommend this class to all!",
816,Perfect Private Day Trip!,"A really great morning in Barcelona with sights, smells and sounds of the Boqueria market and then a cooking class with Juan. Gazpacho with tomato and strawberries was a revelation! Friendly, fun, and some great cooking tips. Highly recommend.",
817,Fantastic Dali and Costa Brava experience,"1,202 reviews",
818,Nice trip!,"Really, a pleasure this experience.
We go first to the market and after we cook a launch with Spanish specialities.
Special mention for the chief!",
819,"Priorat wine tour, highly recommend","This was so much fun and so informative! Chef Juan is so entertaining, friendly and knowledgeable! We walked over to La Boqueria market for a very interesting tour and so Chef Juan could gather our ingredients. Then, back to Cooking Barcelona’s professional kitchen. Everyone had a hand in creating not just Paella, but other Spanish dishes as well. Everyone received personal attention. Afterwards, we enjoyed our creations with a bit of wine. An amazing experience for all!",
820,A wonderful day!,"Great Spanish cooking experience! We went to La Boqueria prior to our classroom time and our chef was very informative about the Spanish cooking culture. Once we began cooking, he was also very thorough and enjoyable! We had a great time!",
821,An excellent and well day spent,This is the second time I’ve had the pleasure of taking this class - and both times were AMAZING! Highlight of our Barcelona trip both times. Juan was our guide and instructor this last time. He was born to do this - so warm and joyful and did a great job of engaging everyone in our class. The food was phenomenal and the market trip was mind blowing - so many colors and people and tastes. This is so worth the money…. The first time I went we had Renata as an instructor. She was also so warm and knowledgeable. They do a great job of creating community and facilitating a fabulous hands on experience. I’d love to go again in the future.,
822,Did not meet our expectations,What a great experience. We highly recommend this cooking class. Chef Juan was terrific. We loved shopping at the market and learning about the history of this incredible place. Once back in the schools kitchen the Chef demonstrated each step and we all executed it perfectly. The food was incredible and abundant. This class is a must!!,
823,Can't imagine a better day trip,"Allowed participants to use their phones, then handle the food we were sharing
Not wise in terms of food safety",
824,Rupit Hike,"Dear Sandra, It was a pleasure cooking with you on your recent visit. Thank you for taking the time to share your feedback with us. We continuously work to create good experiences for our clients and we are sorry to hear that we missed the mark here. At our kitchens we take up food safety very seriously and we all have a strong commitment in making it a priority. Our staff is trained in safety procedures and they generally do a great job when it comes to ask the participants to wash their hands with soap throughout the class and even more after touching their smartphones, but sometimes things happen out of our control. We will keep working to make our process even more efficient. We hope to have the chance to cook with you again. Gracias. Emma",
825,A Step Back in History,"Dear Sandra, It was a pleasure cooking with you on your recent visit. Thank you for taking the time to share your feedback with us. We continuously work to create good experiences for our clients and we are sorry to hear that we missed the mark here. At our kitchens we take up food safety very seriously and we all have a strong commitment in making it a priority. Our staff is trained in safety procedures and they generally do a great job when it comes to ask the participants to wash their hands with soap throughout the class and even more after touching their smartphones, but sometimes things happen out of our control. We will keep working to make our process even more efficient. We hope to have the chance to cook with you again. Gracias. Emma",
